COMMONNAME,RUN,RECOVERYDOMAIN,ESU_DPS,MAJORPOPGROUP,POPID,NMFS_POPID,LOCATIONNAME,POPULATIONNAME,ESAPOPNAME,COMMONPOPNAME,POPFIT,POPFITNOTES,SMOLTLOCATION,SMOLTDEF,SMOLTLOCPTCODE,ADULTLOCATION,SMOLTTOADULTLOCS,SARTYPE,SCOPEOFINFERENCE,OUTMIGRATIONYEAR,TRTMETHOD,CONTACTAGY,CONTACTAGENCY,METHODNUMBER,BESTVALUE,SAR,SARLOWERLIMIT,SARUPPERLIMIT,SARALPHA,RETURNSMISSING,RETURNSMISSINGEXPLANATION,REARINGTYPE,TSO,TSOLOWERLIMIT,TSOUPPERLIMIT,TSOALPHA,TAR,TARLOWERLIMIT,TARUPPERLIMIT,TARALPHA,RETURNDEF,HARVESTADJ,OCEANHARVEST,MAINSTEMHARVEST,TRIBHARVEST,BROODSTOCKREMOVED,PROTMETHNAME,PROTMETHURL,PROTMETHDOCUMENTATION,METHODADJUSTMENTS,OTHERDATASOURCES,COMMENTS,NULLRECORD,DATASTATUS,INDICATORLOCATION,METRICLOCATION,MEASURELOCATION,CONTACTPERSONFIRST,CONTACTPERSONLAST,CONTACTPHONE,CONTACTEMAIL,METACOMMENTS,SUBMITAGENCY,REFID,COMPILERRECORDID,ID,DATASETVERSION,UPDDATE,SNLOADDATE,HLI_LASTUPDATED,LASTUPDATED,LASTMODIFIEDON
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,,Same,,John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2016,,FPC,Fish Passage Center,1,Yes,2.63,2.09,3.18,0.1,,,Natural,3536,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,70 JDA_to_BOA 2016 w/ jacks,30EB242B-9546-FB51-A52F-C77D8D3D564B,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 11:02:13,,2024/02/12 11:02:13,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,Umatilla River steelhead,Same,,Threemile Falls Dam,Smolts outmigrating past a point,,Threemile Falls Dam,From Threemile Falls Dam to Threemile Falls Dam,Including jacks,,2016,,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.7,,,,No,,Natural,39672,,,,,,,,Returns to a dam,Tributaries,,,,,"Estimating Salmonid Smolt Abundance in Northeast-Central, Oregon v1.0",https://www.monitoringresources.org/Document/Protocol/Details/2176,,,Confederated Tribes of the Umatilla Indian Reservation,Total adult returns not available as of 9/30/2021.,No,Draft,,,Smolt trap and dam counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30618010314,2A9E711A-37FB-41B8-A83C-0DF597BC4BCD,2024/11/25 10:00,2022/11/22 01:38:00,2021/09/30 02:37:32,,2021/09/30 02:37:32,2022/12/05 09:22:01
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,,Same,,John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2017,,FPC,Fish Passage Center,1,Yes,1.72,1.36,2.07,0.1,,,Natural,3958,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,70 JDA_to_BOA 2017 w/ jacks,30E6AA7D-B1C4-AE11-4CD8-766EBC90D365,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:50:08,,2024/02/12 10:50:08,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,Umatilla River steelhead,Same,,Threemile Falls Dam,Smolts outmigrating past a point,,Threemile Falls Dam,From Threemile Falls Dam to Threemile Falls Dam,Including jacks,,2017,,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.1,,,,No,,Natural,41055,,,,878,,,,Returns to a dam,Tributaries,,,,,"Estimating Salmonid Smolt Abundance in Northeast-Central, Oregon v1.0",https://www.monitoringresources.org/Document/Protocol/Details/2176,,,Confederated Tribes of the Umatilla Indian Reservation,,No,Draft,,,Smolt trap and dam counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30618010314,6D2F6A3A-EF25-40BB-B91E-86335BE754E8,2024/11/25 10:00,2024/10/01 08:33:00,2024/10/01 08:36:40,,2024/10/01 08:36:40,2024/10/01 08:36:40
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,,Same,,John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2018,,FPC,Fish Passage Center,1,Yes,1.89,1.39,2.37,0.1,,,Natural,2864,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,70 JDA_to_BOA 2018 w/ jacks,30E6B2FB-05DB-99C5-71D7-043DCC885702,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:50:12,,2024/02/12 10:50:12,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,Umatilla River steelhead,Same,,Threemile Falls Dam,Smolts outmigrating past a point,,Threemile Falls Dam,From Threemile Falls Dam to Threemile Falls Dam,Including jacks,,2018,,ODFW,Oregon Department of Fish and Wildlife,1,Yes,2.4,,,,No,,Natural,53447,,,,,,,,Returns to a dam,Tributaries,,,,,"Estimating Salmonid Smolt Abundance in Northeast-Central, Oregon v1.0",https://www.monitoringresources.org/Document/Protocol/Details/2176,,,Confederated Tribes of the Umatilla Indian Reservation,,No,Draft,,,Smolt trap and dam counts may be found at https://www.streamnet.org/data/trends/,Kasey,Bliesner,541-975-3670,kasey.bliesner@odfw.oregon.gov,ODFW reserves the right to review and revise the data at any time.,ODFW,,30618010314,AD1C92D2-604D-4382-8C26-9863FB0AA3F6,2024/11/25 10:00,2024/10/01 08:36:00,2024/10/01 08:36:40,,2024/10/01 08:36:40,2024/10/01 08:36:40
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,,Same,,John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2019,,FPC,Fish Passage Center,1,Yes,0.1,0,0.24,0.1,,,Natural,1964,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,70 JDA_to_BOA 2019 w/ jacks,30E6BAF5-00F2-E915-7D0C-4FD0ACF3FBB9,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:50:17,,2024/02/12 10:50:17,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Walla Walla and Umatilla,70,263,Umatilla River,Umatilla River - summer Steelhead,Steelhead (Middle Columbia River DPS) Umatilla River - summer,,Same,,John Day Dam,Smolts outmigrating past a point,JDA,Bonneville Dam,From John Day Dam to Bonneville Dam,Including jacks,,2020,,FPC,Fish Passage Center,1,Yes,2.46,2.04,2.94,0.1,,,Natural,5605,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,70 JDA_to_BOA 2020 w/ jacks,30E6C307-9F73-AEC4-549D-E2220D8D9A01,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:50:21,,2024/02/12 10:50:21,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2002,,FPC,Fish Passage Center,1,Yes,7.94,5.07,10.73,0.1,,,Natural,365,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_BOA 2002 w/ jacks,30F0686B-D1F5-C660-B7A5-1EE11DD28683,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:32,,2024/02/12 10:56:32,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,McNary Dam,From McNary Dam to McNary Dam,Including jacks,,2002,,FPC,Fish Passage Center,1,Yes,6.03,3.62,8.39,0.1,,,Natural,365,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_MCA 2002 w/ jacks,30F0705F-B27A-0D60-1FCB-ACC4EB486B27,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:36,,2024/02/12 10:56:36,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2003,,FPC,Fish Passage Center,1,Yes,7.85,4.8,11.02,0.1,,,Natural,293,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_BOA 2003 w/ jacks,30F0784D-CC97-3DD8-B9B0-6F1DC26382F0,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:40,,2024/02/12 10:56:40,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,McNary Dam,From McNary Dam to McNary Dam,Including jacks,,2003,,FPC,Fish Passage Center,1,Yes,6.49,3.84,9.16,0.1,,,Natural,293,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_MCA 2003 w/ jacks,30F07ED1-D12B-D5BA-33AC-6509A58E4C3F,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:45,,2024/02/12 10:56:45,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2004,,FPC,Fish Passage Center,1,Yes,2.84,1.44,4.38,0.1,,,Natural,387,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_BOA 2004 w/ jacks,30F085D5-C7B9-9E1D-1330-53C6DBD862C8,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:49,,2024/02/12 10:56:49,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,McNary Dam,From McNary Dam to McNary Dam,Including jacks,,2004,,FPC,Fish Passage Center,1,Yes,2.58,1.17,4.1,0.1,,,Natural,387,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_MCA 2004 w/ jacks,30F08D5C-E07C-15EB-B965-21B7ACD8B56F,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:53,,2024/02/12 10:56:53,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2005,,FPC,Fish Passage Center,1,Yes,4.94,2.55,7.93,0.1,,,Natural,263,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_BOA 2005 w/ jacks,30F09411-A9B0-BC11-2C4F-AE1CC02F635F,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 10:56:58,,2024/02/12 10:56:58,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,McNary Dam,From McNary Dam to McNary Dam,Including jacks,,2005,,FPC,Fish Passage Center,1,Yes,4.56,2.24,7.29,0.1,,,Natural,263,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_MCA 2005 w/ jacks,30F09C05-CBE6-1312-046C-AA15D77C2D50,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 11:14:12,,2024/02/12 11:14:12,2024/07/31 04:06:19
Steelhead,Summer,Interior Columbia,Steelhead (Middle Columbia River DPS),Yakima,76,267,Yakima River upper mainstem,Yakima River Upper Mainstem - summer Steelhead,Steelhead (Middle Columbia River DPS) Yakima River Upper Mainstem - summer,,Same,,McNary Dam,Smolts outmigrating past a point,MCN,Bonneville Dam,From McNary Dam to Bonneville Dam,Including jacks,,2006,,FPC,Fish Passage Center,1,Yes,4.03,2.41,5.92,0.1,,,Natural,397,,,,,,,,Returns to a dam,Not adjusted,,,,,,https://www.fpc.org/documents/CSS/CSS Report 2023 Final.pdf,,,"Data provided to FPC by USFWS, NPT, CTWSRO, CCT, SBT, CRITFC, IDFG, ODFW, WDFW, PSMFC, and others for the BPA-funded Comparative Survival Study.","Data extracted 2/12/2024 from Fish Passage Center (https://www.fpc.org).  If you contact FPC with questions, be sure to inform them that you obtained these data via the Coordinated Assessments query system.",No,Final,https://www.fpc.org/,https://www.fpc.org/,,Michele,DeHart  [But see Comments.],503-833-3900,mdehart@fpc.org,,PSMFC,,76 MCN_to_BOA 2006 w/ jacks,30F0A4AF-EA9F-FA09-80F9-8AEF5553241D,2024/11/25 10:00,2024/02/12 09:54:08,2024/02/12 11:14:17,,2024/02/12 11:14:17,2024/07/31 04:06:19
